Date,Close
2020-05-22,9039.25
2020-05-26,9029.05
2020-05-27,9314.95
2020-05-28,9490.1
2020-05-29,9580.3
2020-06-01,9826.15
2020-06-02,9979.1
2020-06-03,10061.55
2020-06-04,10029.1
2020-06-05,10142.15
2020-06-08,10167.45
2020-06-09,10046.65
2020-06-10,10116.15
2020-06-11,9902
2020-06-12,9972.9
2020-06-15,9813.7
2020-06-16,9914
2020-06-17,9881.15
2020-06-18,10091.65
2020-06-19,10244.4
2020-06-22,10311.2
2020-06-23,10471
2020-06-24,10305.3
2020-06-25,10288.9
2020-06-26,10383
2020-06-29,10312.4
2020-06-30,10302.1
2020-07-01,10430.05
2020-07-02,10551.7
2020-07-03,10607.35
2020-07-06,10763.65
2020-07-07,10799.65
2020-07-08,10705.75
2020-07-09,10813.45
2020-07-10,10768.05
2020-07-13,10802.7
2020-07-14,10607.35
2020-07-15,10618.2
2020-07-16,10739.95
2020-07-17,10901.7
2020-07-20,11022.2
2020-07-21,11162.25
2020-07-22,11132.6
2020-07-23,11215.45
2020-07-24,11194.15
2020-07-27,11131.8
2020-07-28,11300.55
2020-07-29,11202.85
2020-07-30,11102.15
2020-07-31,11073.45
2020-08-03,10891.6
2020-08-04,11095.25
2020-08-05,11101.65
2020-08-06,11200.15
2020-08-07,11214.05
2020-08-10,11270.15
2020-08-11,11322.5
2020-08-12,11308.4
2020-08-13,11300.45
2020-08-14,11178.4
2020-08-17,11247.1
2020-08-18,11385.35
2020-08-19,11408.4
2020-08-20,11312.2
2020-08-21,11371.6
2020-08-24,11466.45
2020-08-25,11472.25
2020-08-26,11549.6
2020-08-27,11559.25
2020-08-28,11647.6
2020-08-31,11387.5
2020-09-01,11470.25
2020-09-02,11535
2020-09-03,11527.45
2020-09-04,11333.85
2020-09-07,11355.05
2020-09-08,11317.35
2020-09-09,11278
2020-09-10,11449.25
2020-09-11,11464.45
2020-09-14,11440.05
2020-09-15,11521.8
2020-09-16,11604.55
2020-09-17,11516.1
2020-09-18,11504.95
2020-09-21,11250.55
2020-09-22,11153.65
2020-09-23,11131.85
2020-09-24,10805.55
2020-09-25,11050.25
2020-09-28,11227.55
2020-09-29,11222.4
2020-09-30,11247.55
2020-10-01,11416.95
2020-10-05,11503.35
2020-10-06,11662.4
2020-10-07,11738.85
2020-10-08,11834.6
2020-10-09,11914.2
2020-10-12,11930.95
2020-10-13,11934.5
2020-10-14,11971.05
2020-10-15,11680.35
2020-10-16,11762.45
2020-10-19,11873.05
2020-10-20,11896.8
2020-10-21,11937.65
2020-10-22,11896.45
2020-10-23,11930.35
2020-10-26,11767.75
2020-10-27,11889.4
2020-10-28,11729.6
2020-10-29,11670.8
2020-10-30,11642.4
2020-11-02,11669.15
2020-11-03,11813.5
2020-11-04,11908.5
2020-11-05,12120.3
2020-11-06,12263.55
2020-11-09,12461.05
2020-11-10,12631.1
2020-11-11,12749.15
2020-11-12,12690.8
2020-11-13,12719.95
2020-11-14,12780.25
2020-11-17,12874.2
2020-11-18,12938.25
2020-11-19,12771.7
2020-11-20,12859.05
2020-11-23,12926.45
2020-11-24,13055.15
2020-11-25,12858.4
2020-11-26,12987
2020-11-27,12968.95
2020-12-01,13109.05
2020-12-02,13113.75
2020-12-03,13133.9
2020-12-04,13258.55
2020-12-07,13355.75
2020-12-08,13392.95
2020-12-09,13529.1
2020-12-10,13478.3
2020-12-11,13513.85
2020-12-14,13558.15
2020-12-15,13567.85
2020-12-16,13682.7
2020-12-17,13740.7
2020-12-18,13760.55
2020-12-21,13328.4
2020-12-22,13466.3
2020-12-23,13601.1
2020-12-24,13749.25
2020-12-28,13873.2
2020-12-29,13932.6
2020-12-30,13981.95
