Date,Close
2020-01-01,2833.35
2020-01-02,2880.55
2020-01-03,2879.1
2020-01-06,2805
2020-01-07,2848.15
2020-01-08,2845.5
2020-01-09,2909
2020-01-10,2934.9
2020-01-13,2967.2
2020-01-14,2991.05
2020-01-15,3018.5
2020-01-16,3044.4
2020-01-17,3058.2
2020-01-20,3036.3
2020-01-21,3044.7
2020-01-22,3046.8
2020-01-23,3070.4
2020-01-24,3086.05
2020-01-27,3087.2
2020-01-28,3083.05
2020-01-29,3074.35
2020-01-30,3020.35
2020-01-31,3019.95
2020-02-01,2934.05
2020-02-03,2919.1
2020-02-04,2977.65
2020-02-05,2996.95
2020-02-06,3010.95
2020-02-07,3006.75
2020-02-10,2982
2020-02-11,2991.3
2020-02-12,2992.45
2020-02-13,2988.3
2020-02-14,2966.1
2020-02-17,2913.5
2020-02-18,2902.7
2020-02-19,2942.3
2020-02-20,2940.65
2020-02-24,2887.35
2020-02-25,2879.15
2020-02-26,2855.35
2020-02-27,2811.45
2020-02-28,2697.55
2020-03-02,2661.5
2020-03-03,2709.3
2020-03-04,2656.7
2020-03-05,2659.95
2020-03-06,2588.4
2020-03-09,2455.55
2020-03-11,2461.45
2020-03-12,2232.75
2020-03-13,2234.4
2020-03-16,2101.05
2020-03-17,2034.85
2020-03-18,1922.9
2020-03-19,1812.65
2020-03-20,1868.9
2020-03-23,1611.85
2020-03-24,1610.9
2020-03-25,1661.6
2020-03-26,1707.5
2020-03-27,1726.45
2020-03-30,1690.75
2020-03-31,1743.15
2020-04-01,1702
2020-04-03,1658.95
2020-04-07,1718.8
2020-04-08,1747.45
2020-04-09,1812.75
2020-04-13,1801.6
2020-04-15,1835
2020-04-16,1881.8
2020-04-17,1950.35
2020-04-20,1946.6
2020-04-21,1859.4
2020-04-22,1864.7
2020-04-23,1900.35
2020-04-24,1862.3
2020-04-27,1876.85
2020-04-28,1897.6
2020-04-29,1916.05
2020-04-30,1924.65
2020-05-04,1869.3
2020-05-05,1838.3
2020-05-06,1850.7
2020-05-07,1860.95
2020-05-08,1847.45
2020-05-11,1848.4
2020-05-12,1841.65
2020-05-13,1877.1
2020-05-14,1859.7
2020-05-15,1854.4
2020-05-18,1787.8
2020-05-19,1795.9
2020-05-20,1812.2
2020-05-21,1823
2020-05-22,1812.15
2020-05-26,1827.5
2020-05-27,1840.45
2020-05-28,1859.45
2020-05-29,1879.45
2020-06-01,1939.75
2020-06-02,1990
2020-06-03,2014.2
2020-06-04,2009.45
2020-06-05,2085.1
2020-06-08,2110.4
2020-06-09,2074.45
2020-06-10,2074.4
2020-06-11,2057.85
2020-06-12,2055.6
2020-06-15,2071.8
2020-06-16,2065.3
2020-06-17,2076.2
2020-06-18,2108.25
2020-06-19,2137
2020-06-22,2185.95
2020-06-23,2222.5
2020-06-24,2186.55
2020-06-25,2205.25
2020-06-26,2213.85
2020-06-29,2187.4
2020-06-30,2178.2
2020-07-01,2199.15
2020-07-02,2212.8
2020-07-03,2212.9
2020-07-06,2253.75
2020-07-07,2276.6
2020-07-08,2269.1
2020-07-09,2290.6
2020-07-10,2286.05
2020-07-13,2286.25
2020-07-14,2252.6
2020-07-15,2254.5
2020-07-16,2250.05
2020-07-17,2281.2
2020-07-20,2308.75
2020-07-21,2324.05
2020-07-22,2329.95
2020-07-23,2362
2020-07-24,2379.45
2020-07-27,2378.6
2020-07-28,2410.3
2020-07-29,2404.3
2020-07-30,2384.95
2020-07-31,2419.5
2020-08-03,2453.1
2020-08-04,2487.7
2020-08-05,2524.65
2020-08-06,2523.75
2020-08-07,2546.5
2020-08-10,2598
2020-08-11,2592.1
2020-08-12,2609.8
2020-08-13,2632.65
2020-08-14,2606.7
2020-08-17,2622.6
2020-08-18,2662.05
2020-08-19,2691.2
2020-08-20,2710.5
2020-08-21,2741.55
2020-08-24,2780.05
2020-08-25,2785.25
2020-08-26,2815.15
2020-08-27,2837.95
2020-08-28,2829.55
2020-08-31,2695.7
2020-09-01,2712.55
2020-09-02,2764.3
2020-09-03,2778.75
2020-09-04,2752.2
2020-09-07,2756.85
2020-09-08,2743
2020-09-09,2706.9
2020-09-10,2752.3
2020-09-11,2765.25
2020-09-14,2933.1
2020-09-15,2979.45
2020-09-16,2980.8
2020-09-17,2972.15
2020-09-18,2964.5
2020-09-21,2841.1
2020-09-22,2793.35
2020-09-23,2801.5
2020-09-24,2726.15
2020-09-25,2808
2020-09-28,2921.6
2020-09-29,2919.05
2020-09-30,2911.4
2020-10-01,2920.7
2020-10-05,2941.35
2020-10-06,2960.8
2020-10-07,2947.15
2020-10-08,2939.8
2020-10-09,2937.6
2020-10-12,2940.25
2020-10-13,2940.85
2020-10-14,2947.3
2020-10-15,2886.05
2020-10-16,2922.2
2020-10-19,2942.9
2020-10-20,2951.85
2020-10-21,2948.95
2020-10-22,2979.25
2020-10-23,2996.9
2020-10-26,2954.35
2020-10-27,2957.85
2020-10-28,2929.6
2020-10-29,2895.3
2020-10-30,2888.8
2020-11-02,2850.9
2020-11-03,2844.8
2020-11-04,2838.65
2020-11-05,2891.3
2020-11-06,2902.25
2020-11-09,2910.5
2020-11-10,2900.75
2020-11-11,2930.15
2020-11-12,2963.7
2020-11-13,2982.15
2020-11-14,3003.9
2020-11-17,3000.25
2020-11-18,3014.7
2020-11-19,3009.5
2020-11-20,3049.3
2020-11-23,3111.5
2020-11-24,3146.65
2020-11-25,3119.6
2020-11-26,3146.45
2020-11-27,3253.1
2020-12-01,3290.4
2020-12-02,3295.5
2020-12-03,3307.4
2020-12-04,3322.05
2020-12-07,3349.95
2020-12-08,3349.75
2020-12-09,3378.85
2020-12-10,3362.9
2020-12-11,3393.5
2020-12-14,3427.75
2020-12-15,3429.6
2020-12-16,3465.1
2020-12-17,3474.2
2020-12-18,3480.9
2020-12-21,3308.85
2020-12-22,3327.15
2020-12-23,3425.5
2020-12-24,3457
2020-12-28,3507.9
2020-12-29,3518.6
2020-12-30,3530.6
