,Date,cases,Close
184,26-10-2020,36019,4650.5
185,27-10-2020,43036,4713.15
186,28-10-2020,50188,4648.8
187,29-10-2020,48765,4625.2
188,30-10-2020,48117,4666.05
189,02-11-2020,37592,4716.9
190,03-11-2020,46027,4748.45
191,04-11-2020,50465,4773.15
192,05-11-2020,47628,4882.45
193,06-11-2020,50017,4926.5
194,09-11-2020,37119,4979.35
195,10-11-2020,44724,5020.05
196,11-11-2020,48285,5048.55
197,12-11-2020,44585,5069.2
198,13-11-2020,44620,5105.7
199,14-11-2020,41692,5124.6
200,17-11-2020,38548,5188.05
201,18-11-2020,45366,5275.95
202,19-11-2020,46185,5245.8
203,20-11-2020,46283,5291.45
204,23-11-2020,37441,5365.55
205,24-11-2020,44245,5410.55
206,25-11-2020,44699,5334.45
207,26-11-2020,43174,5411.6
208,27-11-2020,41353,5557.9
209,01-12-2020,36474,5590.8
210,02-12-2020,35506,5613.6
211,03-12-2020,36574,5665.7
212,04-12-2020,36711,5696
213,07-12-2020,26227,5755.65
214,08-12-2020,32083,5758.3
215,09-12-2020,31637,5783.8
216,10-12-2020,29411,5724.45
217,11-12-2020,29961,5742.75
218,14-12-2020,21941,5789.9
219,15-12-2020,26251,5834.75
220,16-12-2020,18172,5905.9
221,17-12-2020,26754,5883.2
222,18-12-2020,26991,5861.5
223,21-12-2020,19147,5536.65
224,22-12-2020,23880,5598.5
225,23-12-2020,24716,5757.45
226,24-12-2020,23444,5741.45
227,28-12-2020,16072,5822.8
228,29-12-2020,20542,5814.15
229,30-12-2020,21945,5830.55
