Date,Close
2020-05-22,3496.85
2020-05-26,3567.2
2020-05-27,3603.6
2020-05-28,3663.2
2020-05-29,3713.55
2020-06-01,3838.9
2020-06-02,3882.6
2020-06-03,3880.35
2020-06-04,3880.95
2020-06-05,3946.45
2020-06-08,3955.6
2020-06-09,3940.6
2020-06-10,3992.6
2020-06-11,3944.55
2020-06-12,4020.05
2020-06-15,3952.9
2020-06-16,3975.5
2020-06-17,3984.55
2020-06-18,4035.6
2020-06-19,4088.15
2020-06-22,4167.85
2020-06-23,4209.5
2020-06-24,4132.1
2020-06-25,4168.95
2020-06-26,4171.75
2020-06-29,4095.95
2020-06-30,4094.25
2020-07-01,4115.8
2020-07-02,4170.85
2020-07-03,4208.75
2020-07-06,4289.55
2020-07-07,4312.65
2020-07-08,4285.05
2020-07-09,4308.1
2020-07-10,4266.05
2020-07-13,4256.3
2020-07-14,4180.15
2020-07-15,4141.4
2020-07-16,4172.15
2020-07-17,4248.15
2020-07-20,4282.65
2020-07-21,4283.1
2020-07-22,4288.8
2020-07-23,4319.65
2020-07-24,4286.2
2020-07-27,4224.95
2020-07-28,4280.65
2020-07-29,4305.85
2020-07-30,4256.95
2020-07-31,4249.05
2020-08-03,4231.3
2020-08-04,4288.65
2020-08-05,4318.55
2020-08-06,4356.4
2020-08-07,4437.75
2020-08-10,4478.5
2020-08-11,4480.15
2020-08-12,4505.65
2020-08-13,4604.6
2020-08-14,4537.8
2020-08-17,4568.2
2020-08-18,4633.65
2020-08-19,4660
2020-08-20,4703
2020-08-21,4711.05
2020-08-24,4741.1
2020-08-25,4756.4
2020-08-26,4787.7
2020-08-27,4788.1
2020-08-28,4829.55
2020-08-31,4636.95
2020-09-01,4683.3
2020-09-02,4753.9
2020-09-03,4816.05
2020-09-04,4720.1
2020-09-07,4665.85
2020-09-08,4587
2020-09-09,4567.5
2020-09-10,4603.05
2020-09-11,4644.85
2020-09-14,4740.1
2020-09-15,4770.05
2020-09-16,4783.75
2020-09-17,4788.7
2020-09-18,4767.75
2020-09-21,4572.85
2020-09-22,4496.55
2020-09-23,4486.45
2020-09-24,4355.3
2020-09-25,4534.95
2020-09-28,4699.7
2020-09-29,4678.7
2020-09-30,4666.55
2020-10-01,4722.15
2020-10-05,4707.85
2020-10-06,4738.65
2020-10-07,4717.2
2020-10-08,4735.05
2020-10-09,4731.1
2020-10-12,4688.65
2020-10-13,4643.8
2020-10-14,4649.45
2020-10-15,4550.1
2020-10-16,4613.55
2020-10-19,4656.8
2020-10-20,4690.5
2020-10-21,4701.15
2020-10-22,4725.15
2020-10-23,4757.4
2020-10-26,4650.5
2020-10-27,4713.15
2020-10-28,4648.8
2020-10-29,4625.2
2020-10-30,4666.05
2020-11-02,4716.9
2020-11-03,4748.45
2020-11-04,4773.15
2020-11-05,4882.45
2020-11-06,4926.5
2020-11-09,4979.35
2020-11-10,5020.05
2020-11-11,5048.55
2020-11-12,5069.2
2020-11-13,5105.7
2020-11-14,5124.6
2020-11-17,5188.05
2020-11-18,5275.95
2020-11-19,5245.8
2020-11-20,5291.45
2020-11-23,5365.55
2020-11-24,5410.55
2020-11-25,5334.45
2020-11-26,5411.6
2020-11-27,5557.9
2020-12-01,5590.8
2020-12-02,5613.6
2020-12-03,5665.7
2020-12-04,5696
2020-12-07,5755.65
2020-12-08,5758.3
2020-12-09,5783.8
2020-12-10,5724.45
2020-12-11,5742.75
2020-12-14,5789.9
2020-12-15,5834.75
2020-12-16,5905.9
2020-12-17,5883.2
2020-12-18,5861.5
2020-12-21,5536.65
2020-12-22,5598.5
2020-12-23,5757.45
2020-12-24,5741.45
2020-12-28,5822.8
2020-12-29,5814.15
2020-12-30,5830.55
